player_name,feet,inches,weight(lbs.),college,high_school_name,high_school_state,draft_team,draft_info,birthday
Andre Williams,6,0,220,Boston Col.,Parkland,PA,New York Giants,Draft: New York Giants in the 4th round (113th overall) of the 2014 NFL Draft.,8/28/1992
Tommy Maddox,6,4,220,UCLA,L.D. Bell,TX,Denver Broncos,Draft: Denver Broncos in the 1st round (25th overall) of the 1992 NFL Draft.,
Andre Holmes,6,4,210,Hillsdale,James B. Conant,IL,,"Twitter:
@dreholmes18
",
Damon Huard,6,3,215,Washington,Puyallup,WA,,Pronunciation: \HUE-urd\,
Chris Godwin,6,1,209,Penn St.,Middletown,DE,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 3rd round (84th overall) of the 2017 NFL Draft.,
K.J. Osborn,5,11,203,Buffalo,IMG Academy,FL,Minnesota Vikings,Draft: Minnesota Vikings in the 5th round (176th overall) of the 2020 NFL Draft.,
Dorsey Levens,6,1,230,Notre Dame,Nottingham,NY,Green Bay Packers,Draft: Green Bay Packers in the 5th round (149th overall) of the 1994 NFL Draft.,
Niles Paul,6,1,242,Nebraska,Omaha North,NE,Washington Redskins,Draft: Washington Redskins in the 5th round (155th overall) of the 2011 NFL Draft.,
Chaz Schilens,6,4,225,San Diego St.,Highland,AZ,Oakland Raiders,Draft: Oakland Raiders in the 7th round (226th overall) of the 2008 NFL Draft.,
Demarcus Robinson,6,1,203,Florida,Peach Co.,GA,Kansas City Chiefs,Draft: Kansas City Chiefs in the 4th round (126th overall) of the 2016 NFL Draft.,
Rex Grossman,6,1,225,Florida,Bloomington South,IN,Chicago Bears,Draft: Chicago Bears in the 1st round (22nd overall) of the 2003 NFL Draft.,8/23/1980
Montee Ball,5,11,214,Wisconsin,Timberland,MO,Denver Broncos,Draft: Denver Broncos in the 2nd round (58th overall) of the 2013 NFL Draft.,
Edgerrin James,6,0,219,Miami (FL),Immokalee,FL,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (4th overall) of the 1999 NFL Draft.,
Corey Brown,5,11,190,Ohio St.,Cardinal O'Hara,PA,,,
Andre Ellington,5,9,200,Clemson,Berkeley,SC,Arizona Cardinals,Draft: Arizona Cardinals in the 6th round (187th overall) of the 2013 NFL Draft.,
Ryan Tannehill,6,4,217,Texas A&M,Big Spring,TX,Miami Dolphins,Draft: Miami Dolphins in the 1st round (8th overall) of the 2012 NFL Draft.,
Marquess Wilson,6,4,206,Washington St.,Tulare Union,CA,Chicago Bears,Draft: Chicago Bears in the 7th round (236th overall) of the 2013 NFL Draft.,
Jonathan Grimes,5,10,207,William & Mary,Pope Paul VI,NJ,,,
Rod Streater,6,2,195,Temple,Burlington Township,NJ,,Pronunciation: \STREET-er\,
Brandon Pettigrew,6,5,257,Oklahoma St.,Robert E. Lee,TX,Detroit Lions,Draft: Detroit Lions in the 1st round (20th overall) of the 2009 NFL Draft.,
Anquan Boldin,6,1,220,Florida St.,Pahokee,FL,Arizona Cardinals,Draft: Arizona Cardinals in the 2nd round (54th overall) of the 2003 NFL Draft.,
Mike Furrey,6,0,190,Ohio St.,Hilliard Davidson,OH,,,
Preston Williams,6,5,220,Colorado St.,Lovejoy,GA,,,
Jordan Akins,6,4,245,Central Florida,Strong Rock Christian,GA,Houston Texans,Draft: Houston Texans in the 3rd round (98th overall) of the 2018 NFL Draft.,
Bubba Franks,6,6,265,Miami (FL),Big Spring,TX,Green Bay Packers,Draft: Green Bay Packers in the 1st round (14th overall) of the 2000 NFL Draft.,
Russell Gage,6,0,185,LSU,Redemptorist,LA,Atlanta Falcons,Draft: Atlanta Falcons in the 6th round (194th overall) of the 2018 NFL Draft.,
Derrick Mayes,6,0,205,Notre Dame,North Central,IN,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (56th overall) of the 1996 NFL Draft.,
Breshad Perriman,6,2,215,Central Florida,Arabia Mountain,GA,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (26th overall) of the 2015 NFL Draft.,
Garrett Wilson,6,0,192,Ohio St.,Lake Travis,TX,New York Jets,Draft: New York Jets in the 1st round (10th overall) of the 2022 NFL Draft.,
Keith Poole,6,0,188,Arizona St.,Clovis,CA,New Orleans Saints,Draft: New Orleans Saints in the 4th round (116th overall) of the 1997 NFL Draft.,
Will Tye,6,2,260,Florida St.,Xavier,CT,,,
Antonio Freeman,6,1,198,Virginia Tech,Baltimore Polytechnic Institute,MD,Green Bay Packers,Draft: Green Bay Packers in the 3rd round (90th overall) of the 1995 NFL Draft.,
Byron Leftwich,6,5,250,Marshall,H.D. Woodson,DC,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 1st round (7th overall) of the 2003 NFL Draft.,1/14/1980
Charlie Garner,5,10,190,Tennessee,Justice,VA,Philadelphia Eagles,Draft: Philadelphia Eagles in the 2nd round (42nd overall) of the 1994 NFL Draft.,
Donald Brown,,,,,,,,,
Golden Tate,5,10,197,Notre Dame,Pope John Paul II,TN,Seattle Seahawks,Draft: Seattle Seahawks in the 2nd round (60th overall) of the 2010 NFL Draft.,
Peerless Price,5,11,190,Tennessee,Meadowdale,OH,Buffalo Bills,Draft: Buffalo Bills in the 2nd round (53rd overall) of the 1999 NFL Draft.,
Tyler Allgeier,5,11,220,BYU,Kaiser,CA,Atlanta Falcons,Draft: Atlanta Falcons in the 5th round (151st overall) of the 2022 NFL Draft.,
Charles Clay,6,3,246,Tulsa,Little Rock Central,AR,Miami Dolphins,Draft: Miami Dolphins in the 6th round (174th overall) of the 2011 NFL Draft.,2/13/1989
Derrick Alexander,6,2,195,Michigan,Benedictine,MI,Cleveland Browns,Draft: Cleveland Browns in the 1st round (29th overall) of the 1994 NFL Draft.,11/6/1971
Wesley Walls,6,5,240,Mississippi,Pontotoc,MS,San Francisco 49ers,Draft: San Francisco 49ers in the 2nd round (56th overall) of the 1989 NFL Draft.,2/26/1966
Jakeem Grant,5,6,170,Texas Tech,Horn,TX,Miami Dolphins,Draft: Miami Dolphins in the 6th round (186th overall) of the 2016 NFL Draft.,10/30/1992
A.J. Dillon,,,,,,,,,
Rondale Moore,5,7,180,Purdue,New Albany,IN,Arizona Cardinals,Draft: Arizona Cardinals in the 2nd round (49th overall) of the 2021 NFL Draft.,6/9/2000
Darius Slayton,6,1,198,Auburn,Greater Atlanta Christian,GA,New York Giants,Draft: New York Giants in the 5th round (171st overall) of the 2019 NFL Draft.,1/12/1997
Christian Watson,6,4,208,North Dakota St.,Plant,FL,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (34th overall) of the 2022 NFL Draft.,5/12/1999
Chris Olave,6,0,187,Ohio St.,Eastlake,CA,New Orleans Saints,Draft: New Orleans Saints in the 1st round (11th overall) of the 2022 NFL Draft.,6/27/2000
Michael Carter,5,8,201,North Carolina,Navarre,FL,New York Jets,Draft: New York Jets in the 4th round (107th overall) of the 2021 NFL Draft.,5/7/1999
Charles Lee,6,3,227,Central Florida,Homestead Senior,FL,Green Bay Packers,Draft: Green Bay Packers in the 7th round (242nd overall) of the 2000 NFL Draft.,11/19/1977
Michael Wilson,6,2,213,Stanford,Chaminade,CA,Arizona Cardinals,Draft: Arizona Cardinals in the 3rd round (94th overall) of the 2023 NFL Draft.,2/23/2000
Richie James,5,9,185,Middle Tenn. St.,Riverview Sarasota,FL,San Francisco 49ers,Draft: San Francisco 49ers in the 7th round (240th overall) of the 2018 NFL Draft.,9/5/1995
Robert Ferguson,6,1,210,Texas A&M,Spring Woods,TX,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (41st overall) of the 2001 NFL Draft.,12/17/1979
Josh Allen,6,5,237,Reedley,Firebaugh,CA,Buffalo Bills,Draft: Buffalo Bills in the 1st round (7th overall) of the 2018 NFL Draft.,5/21/1996
Donald Jones,6,0,214,Youngstown St.,Plainfield,NJ,NA,"Twitter:
@Dajones19
",12/17/1987
Kellen Winslow,6,4,240,Miami (FL),Scripps Ranch,CA,Cleveland Browns,Draft: Cleveland Browns in the 1st round (6th overall) of the 2004 NFL Draft.,7/21/1983
Larry Donnell,6,5,269,Grambling St.,Carroll,AL,NA,Pronunciation: \don-NELL\,11/1/1988
James Allen,5,10,212,Oklahoma,Wynnewood,OK,NA,Career,3/28/1975
Will Heller,6,6,275,Georgia Tech,Marist,GA,NA,Career,2/28/1981
Jesse James,6,7,251,Penn St.,South Allegheny,PA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 5th round (160th overall) of the 2015 NFL Draft.,6/4/1994
Greg Jones,6,1,265,Florida St.,Battery Creek,SC,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 2nd round (55th overall) of the 2004 NFL Draft.,5/9/1981
Charles Johnson,6,0,200,Colorado,Cajon,CA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 1st round (17th overall) of the 1994 NFL Draft.,1/3/1972
Jamaal Charles,5,11,199,Texas,Memorial,TX,Kansas City Chiefs,Draft: Kansas City Chiefs in the 3rd round (73rd overall) of the 2008 NFL Draft.,12/27/1986
Stephen Alexander,6,4,250,Oklahoma,Chickasha,OK,Washington Redskins,Draft: Washington Redskins in the 2nd round (48th overall) of the 1998 NFL Draft.,11/7/1975
Vincent Jackson,6,5,230,Northern Colorado,Widefield,CO,San Diego Chargers,Draft: San Diego Chargers in the 2nd round (61st overall) of the 2005 NFL Draft.,1/14/1983
Fred Davis,6,3,250,USC,Rogers,OH,Washington Redskins,Draft: Washington Redskins in the 2nd round (48th overall) of the 2008 NFL Draft.,1/15/1986
Lamar Smith,5,11,230,Houston,South Side,IN,Seattle Seahawks,Draft: Seattle Seahawks in the 3rd round (73rd overall) of the 1994 NFL Draft.,11/29/1970
Robert Griffin,6,2,213,Baylor,Copperas Cove,TX,Washington Redskins,Draft: Washington Redskins in the 1st round (2nd overall) of the 2012 NFL Draft.,2/12/1990
Roger Lewis,6,0,203,Bowling Green,Pickerington Central,OH,NA,Career,11/27/1993
Donald Lee,6,4,248,Mississippi St.,Maben,MS,Miami Dolphins,Draft: Miami Dolphins in the 5th round (156th overall) of the 2003 NFL Draft.,8/31/1980
Robert Smith,6,2,212,Ohio St.,Euclid,OH,Minnesota Vikings,Draft: Minnesota Vikings in the 1st round (21st overall) of the 1993 NFL Draft.,3/4/1972
Rob Kelley,6,0,229,Tulane,O. Perry Walker,LA,NA,Career,10/3/1992
Roy Williams,6,3,215,Texas,Permian,TX,Detroit Lions,Draft: Detroit Lions in the 1st round (7th overall) of the 2004 NFL Draft.,12/20/1981
Cedrick Wilson Sr.,5,10,183,Tennessee,Melrose,TN,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (169th overall) of the 2001 NFL Draft.,12/17/1978
Jeff George,6,4,218,Purdue,Warren Central,IN,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (1st overall) of the 1990 NFL Draft.,12/8/1967
Michael Thomas,6,3,212,Ohio St.,Fork Union Military Academy,VA,New Orleans Saints,Draft: New Orleans Saints in the 2nd round (47th overall) of the 2016 NFL Draft.,3/3/1993
William Green,6,0,214,Boston Col.,Holy Spirit,NJ,Cleveland Browns,Draft: Cleveland Browns in the 1st round (16th overall) of the 2002 NFL Draft.,12/17/1979
Eli Manning,6,5,220,Mississippi,Isidore Newman,LA,San Diego Chargers,Draft: San Diego Chargers in the 1st round (1st overall) of the 2004 NFL Draft.,1/3/1981
Vernon Davis,6,3,248,Maryland,Dunbar,DC,San Francisco 49ers,Draft: San Francisco 49ers in the 1st round (6th overall) of the 2006 NFL Draft.,1/31/1984
Thomas Jones,5,10,212,Virginia,Powell Valley,VA,Arizona Cardinals,Draft: Arizona Cardinals in the 1st round (7th overall) of the 2000 NFL Draft.,8/19/1978
Tim Patrick,6,4,212,Utah,University City,CA,NA,Career,11/23/1993
Lamar Jackson,6,2,215,Louisville,Boynton Beach,FL,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (32nd overall) of the 2018 NFL Draft.,1/7/1997
Ty Johnson,5,10,210,Maryland,Fort Hill,MD,Detroit Lions,Draft: Detroit Lions in the 6th round (186th overall) of the 2019 NFL Draft.,9/17/1997
David Martin,6,4,264,Tennessee,Norview,VA,Green Bay Packers,Draft: Green Bay Packers in the 6th round (198th overall) of the 2001 NFL Draft.,3/13/1979
Steven Jackson,6,2,240,Oregon St.,Eldorado,NV,St. Louis Rams,Draft: St. Louis Rams in the 1st round (24th overall) of the 2004 NFL Draft.,7/22/1983
Travis Henry,5,9,215,Tennessee,Frostproof,FL,Buffalo Bills,Draft: Buffalo Bills in the 2nd round (58th overall) of the 2001 NFL Draft.,10/29/1978
David Wilson,5,10,205,Virginia Tech,George Washington,VA,New York Giants,Draft: New York Giants in the 1st round (32nd overall) of the 2012 NFL Draft.,6/15/1991
Rob Moore,6,3,203,Syracuse,Hempstead,NY,New York Jets,Draft: New York Jets in the 1st round (1st overall) of the 1990 NFL Supplemental Draft.,9/27/1968
Andre Davis,6,1,195,Virginia Tech,Niskayuna,NY,Cleveland Browns,Draft: Cleveland Browns in the 2nd round (47th overall) of the 2002 NFL Draft.,6/12/1979
James White,5,10,205,Wisconsin,St. Thomas Aquinas,FL,New England Patriots,Draft: New England Patriots in the 4th round (130th overall) of the 2014 NFL Draft.,2/3/1992
Anthony Miller,5,11,199,Memphis,Christian Brothers,TN,Chicago Bears,Draft: Chicago Bears in the 2nd round (51st overall) of the 2018 NFL Draft.,10/9/1994
Marvin Jones,6,2,199,California,Etiwanda,CA,Cincinnati Bengals,Draft: Cincinnati Bengals in the 5th round (166th overall) of the 2012 NFL Draft.,3/12/1990
John Brown,5,11,178,Pittsburg St.,Homestead Senior,FL,Arizona Cardinals,Draft: Arizona Cardinals in the 3rd round (91st overall) of the 2014 NFL Draft.,4/3/1990
Ronald Jones,5,11,208,USC,McKinney North,TX,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 2nd round (38th overall) of the 2018 NFL Draft.,8/3/1997
Sam Bradford,6,4,224,Oklahoma,Putnam City North,OK,St. Louis Rams,Draft: St. Louis Rams in the 1st round (1st overall) of the 2010 NFL Draft.,11/8/1987
Chris Moore,6,1,200,Cincinnati,Jefferson,FL,Baltimore Ravens,Draft: Baltimore Ravens in the 4th round (107th overall) of the 2016 NFL Draft.,6/16/1993
K.J. Hamler,5,9,178,Penn St.,IMG Academy,FL,Denver Broncos,Draft: Denver Broncos in the 2nd round (46th overall) of the 2020 NFL Draft.,7/8/1999
Marion Barber,5,11,218,Minnesota,Wayzata,MN,Dallas Cowboys,Draft: Dallas Cowboys in the 4th round (109th overall) of the 2005 NFL Draft.,6/10/1983
Mike Thomas,5,8,187,Arizona,DeSoto,TX,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 4th round (107th overall) of the 2009 NFL Draft.,6/4/1987
Pat Johnson,5,10,186,Oregon,Redlands,CA,Baltimore Ravens,Draft: Baltimore Ravens in the 2nd round (42nd overall) of the 1998 NFL Draft.,8/10/1976
Jonathan Stewart,5,10,240,Oregon,Timberline,WA,Carolina Panthers,Draft: Carolina Panthers in the 1st round (13th overall) of the 2008 NFL Draft.,3/21/1987
Robert Woods,6,0,195,USC,Junipero Serra,CA,Buffalo Bills,Draft: Buffalo Bills in the 2nd round (41st overall) of the 2013 NFL Draft.,4/10/1992
Daniel Thomas,6,0,225,Northwest Mississippi CC,Hilliard Middle-Senior,FL,Miami Dolphins,Draft: Miami Dolphins in the 2nd round (62nd overall) of the 2011 NFL Draft.,10/29/1987
Chris Sanders,6,1,188,Ohio St.,Montbello,CO,Houston Oilers,Draft: Houston Oilers in the 3rd round (67th overall) of the 1995 NFL Draft.,5/8/1972
Daniel Jones,6,5,230,Duke,Charlotte Latin,NC,New York Giants,Draft: New York Giants in the 1st round (6th overall) of the 2019 NFL Draft.,5/27/1997
James Stewart,6,1,224,Tennessee,Hamblen West,TN,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 1st round (19th overall) of the 1995 NFL Draft.,12/27/1971
David Moore,6,0,219,East Central (OK),Gainesville,TX,Seattle Seahawks,Draft: Seattle Seahawks in the 7th round (226th overall) of the 2017 NFL Draft.,1/15/1995
Charles D. Johnson,6,2,215,Grand Valley St.,Lloyd Memorial,KY,Green Bay Packers,Draft: Green Bay Packers in the 7th round (216th overall) of the 2013 NFL Draft.,2/27/1989
Kevin Smith,6,0,210,Central Florida,Miami Southridge,FL,Detroit Lions,Draft: Detroit Lions in the 3rd round (64th overall) of the 2008 NFL Draft.,12/17/1986
Scott Miller,5,9,174,Bowling Green,Barrington,IL,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 6th round (208th overall) of the 2019 NFL Draft.,7/31/1997
Doug Johnson,6,2,225,Florida,F.W. Buchholz,FL,NA,Career,10/27/1977
Mark Ingram,5,9,215,Alabama,Southwestern Academy,MI,New Orleans Saints,Draft: New Orleans Saints in the 1st round (28th overall) of the 2011 NFL Draft.,12/21/1989
Eddie George,6,3,235,Ohio St.,Abington,PA,Houston Oilers,Draft: Houston Oilers in the 1st round (14th overall) of the 1996 NFL Draft.,9/24/1973
Justin Jackson,6,0,200,Northwestern,Glenbard North,IL,Los Angeles Chargers,Draft: Los Angeles Chargers in the 7th round (251st overall) of the 2018 NFL Draft.,4/22/1996
James Jackson,5,10,215,Miami (FL),Glades Central,FL,Cleveland Browns,Draft: Cleveland Browns in the 3rd round (65th overall) of the 2001 NFL Draft.,8/4/1976
Robert Foster,6,2,196,Alabama,Central Valley,PA,NA,Career,5/7/1994
Irv Smith,6,2,240,Alabama,Brother Martin,LA,Minnesota Vikings,Draft: Minnesota Vikings in the 2nd round (50th overall) of the 2019 NFL Draft.,8/9/1998
Jerry Porter,6,2,220,West Virginia,Calvin Coolidge,DC,Oakland Raiders,Draft: Oakland Raiders in the 2nd round (47th overall) of the 2000 NFL Draft.,7/14/1978
Terrell Davis,5,11,206,Long Beach St.,Abraham Lincoln,CA,Denver Broncos,Draft: Denver Broncos in the 6th round (196th overall) of the 1995 NFL Draft.,10/28/1972
Jake Reed,6,3,216,Grambling St.,Newton,GA,Minnesota Vikings,Draft: Minnesota Vikings in the 3rd round (68th overall) of the 1991 NFL Draft.,9/28/1967
Jordan Cameron,6,5,265,USC,Newbury Park,CA,Cleveland Browns,Draft: Cleveland Browns in the 4th round (102nd overall) of the 2011 NFL Draft.,8/7/1988
Pete Mitchell,6,2,243,Boston Col.,Brother Rice,MI,Miami Dolphins,Draft: Miami Dolphins in the 4th round (122nd overall) of the 1995 NFL Draft.,10/9/1971
Lee Evans,5,10,209,Wisconsin,Bedford,OH,Buffalo Bills,Draft: Buffalo Bills in the 1st round (13th overall) of the 2004 NFL Draft.,3/11/1981
Eric Johnson,6,3,256,Yale,Needham,MA,San Francisco 49ers,Draft: San Francisco 49ers in the 7th round (224th overall) of the 2001 NFL Draft.,9/15/1979
Andre Brown,6,0,224,North Carolina St.,J.H. Rose,NC,New York Giants,Draft: New York Giants in the 4th round (129th overall) of the 2009 NFL Draft.,12/15/1986
Rob Johnson,6,4,204,USC,El Toro,CA,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 4th round (99th overall) of the 1995 NFL Draft.,3/18/1973
Steve Johnson,6,2,210,Kentucky,Rodriguez,CA,Buffalo Bills,Draft: Buffalo Bills in the 7th round (224th overall) of the 2008 NFL Draft.,11/28/1986
Greg Lewis,6,0,185,Illinois,Rich South,IL,NA,"Twitter:
@GLew17
",2/12/1980
Mark Clayton,5,10,190,Oklahoma,Sam Houston,TX,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (22nd overall) of the 2005 NFL Draft.,7/2/1982
Vincent Brown,5,11,184,San Diego St.,Rancho Cucamonga,CA,San Diego Chargers,Draft: San Diego Chargers in the 3rd round (82nd overall) of the 2011 NFL Draft.,1/25/1989
Julius Thomas,6,5,256,Portland St.,Tokay,CA,Denver Broncos,Draft: Denver Broncos in the 4th round (129th overall) of the 2011 NFL Draft.,6/27/1988
Jason Hill,6,1,204,Washington St.,Sacred Heart,CA,San Francisco 49ers,Draft: San Francisco 49ers in the 3rd round (76th overall) of the 2007 NFL Draft.,2/20/1985
Chris Warren,6,2,228,Virginia,Robinson Secondary School,VA,Seattle Seahawks,Draft: Seattle Seahawks in the 4th round (89th overall) of the 1990 NFL Draft.,1/24/1968
Donald Brown,5,11,210,Connecticut,Red Bank Catholic,NJ,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (27th overall) of the 2009 NFL Draft.,4/11/1987
A.J. Dillon,6,0,247,Boston Col.,Lawrence Academy,MA,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (62nd overall) of the 2020 NFL Draft.,5/2/1998
Jaylen Samuels,6,0,225,North Carolina St.,Mallard Creek,NC,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 5th round (165th overall) of the 2018 NFL Draft.,7/20/1996
Lavelle Hawkins,5,11,187,California,Edison,CA,Tennessee Titans,Draft: Tennessee Titans in the 4th round (126th overall) of the 2008 NFL Draft,7/12/1986
Anthony Richardson,6,4,244,Florida,Miami,FL,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (4th overall) of the 2023 NFL Draft.,
Kendre Miller,6,0,220,TCU,Mount Enterprise,TX,New Orleans Saints,Draft: New Orleans Saints in the 3rd round (71st overall) of the 2023 NFL Draft.,
Jalin Hyatt,6,0,185,Tennessee,Dutch Fork,SC,New York Giants,Draft: New York Giants in the 3rd round (73rd overall) of the 2023 NFL Draft.,
Marvin Mims,5,11,182,Oklahoma,Lone Star,TX,Denver Broncos,Draft: Denver Broncos in the 2nd round (63rd overall) of the 2023 NFL Draft.,
Brenton Strange,6,3,247,Penn St.,Parkersburg,WV,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 2nd round (61st overall) of the 2023 NFL Draft.,
Luke Schoonmaker,6,5,250,Michigan,Hamden Hall,CT,Dallas Cowboys,Draft: Dallas Cowboys in the 2nd round (58th overall) of the 2023 NFL Draft.,
